No;Label;Username;Tweet
877;compliment;husnydirgha;ponakan pd sibuk belajar online, untung orang tuanya sdh berlangganan wifi indihome jd mereka semangat belajarnya. https://t.co/QZ4XAvpX5v
878;complaint;smj822411;ges kalian yg pake indihome dr kmrn suka error gtu ga sii?
879;complaint;najxxi;@IndiHome wifi kos ku 4 hari ga guna hey tanggung jawab indihomeee????
880;none;mjtuhmasjoko;Kita butuh ojek bisa pakai aplikasi Gojek atau Grab, dan ojek datang. Kita butuh pizza ada PHD yg datang. Listrik di rumah bermasalah, kita telpon PLN dan petugas datang. Internet mati, telpon First Media atau Indihome, petugasnya datang. Kita kerampokan dan ada KDRT malam2...
881;campaign;saipipul;Sentuhan pertama langsung berbuah assist dan jadi Gol. Kolaborasi Barella, Gosens dan Dzeko. Kalau IndiHome dan Telkomsel ada kolaborasi jg yang menghasilkan produk bernama Telkomsel Orbit lho. https://t.co/ibCQqPIiYw
882;none;bindihome;Indihome Bojong Soang https://t.co/Asq8S5eohn
883;complaint;riziry;@yaterusterus @miseriouss @mindi_yoon @tintinnya @klinikhukum @IndiHomeCare Klo di liat tertera sebenernya di web, gua juga awal nya kaget denda nya se gede itu, pemasangan indihome itu harus jadi user selama 1 tahun, kalo berenti pasbkurang dari 1 tahun, kena deh tuh 1juta
884;none;bindihome;Pasang Indihome Cijawura https://t.co/qZyr2IRhhc
885;own tweet;indihomecare;@NurIsmiatun19 Halo, Kak Ismiatun. Ersa infokan harga berlangganan Vidio adalah dua puluh sembilan ribu rupuah sudah termasuk PPN 10%. Yuk segera registrasi melalui IndiHome TV-nya agar bisa menikmati siaran... https://t.co/irCtklxKdg
886;complaint;cyaluvot7;"2 minggu lalu robot vacuum di rumah ga bisa connect berulang2 reset, reinstall sampe bego masi ga bisa2 juga, buang wkt ampir setengah hari sendiri ngurusin si robot vacuum, taunya inet indihome yg bapuk ?? ga lama dia bs connect sendiri &amp; dpt wa dr indihome kl ada gangguan ??"
887;none;bindihome;Indihome Ciwastra https://t.co/23cdwhxz3E
888;complaint;axprincepsz;aaaaaa indihome ini kenapaaa, masa dari pagi koneksi LOS nya merah mulu, pls lah gue lagi PTS, mana sinyalnya h+ pula??
889;complaint;arianandhikaa;kontl @IndiHome
890;none;bindihome;Indihome Cileunyi https://t.co/s0qbyZSbUy
891;complaint;nurkhoms;@IndiHomeCare Kalo Kak, indihome di twmpat kerjaku beberapq hari ini lemot dan sering lost connect tiba tiba. Pagi ini pun demikian, mohon dibantu agar sinyalnya lebihlancar jaya. #IndiHomelemot
892;none;simp4jaeje;MANA GUE TAU INDIHOME PUNYA TWITTER ANJRT..
893;none;bindihome;Paket Indihome Bandung Terbaru 2022 https://t.co/gQCurU1JW2
894;none;bindihome;Pasang Indihome Promo Diskon 50 % https://t.co/VFumFCTcjv
895;none;bindihome;Paket Indihome Cimahi Terbaru 2022 https://t.co/nTMQXeLWTn
896;none;ululu22fafah;@secgron @IndiHome Kalau udah di monopoli gini emang susah dah. Jadi semena mena banget
897;complaint;gpcyeol;@IndiHome halo wifi sy los gmn ini
898;campaign;latifah12432489;Bahagia itu kita yang ciptakan Seperti saat kerjaan semua lancar karena ada pendukung internet Indihome #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/C2vGTnTCQT
899;complaint;ielmermaid;yang pake indihome, kedap kedip merah ngga kalian?
900;own tweet;indihomecare;@novyaditya Halo, Kak Novy. Untuk pengecekan lebih lanjut, silakan informasikan nomor layanan IndiHome, nomor HP, beserta nomor HP alternatif via DM ( https://t.co/yuUDRsTpwI), ya. Terima kasih. -Naia
901;inquiry;virgini66117141;@IndiHome @Indihomesuraba1 @TelkomIndonesia @UseeTVcom baru juga bayar tagihan bulanan,internet yg connects ke TV sudah tdk bisa.Bisa tdk,dlm 6bln tdk ada masalah?Kalo tdk bayar, masuk akal,kalo bayar terus,tdk pernah telat,ttp tetap masalah pelayanan model apa itu namanya?
902;complaint;wonwoonlyone;Indihome lemot banget dari malem mana lagi zoom??
903;compliment;uniqorl;@IndiHomeCare indihome mantap
904;complaint;haiakutimmy;Indihome kenapa sikkk dr semalemm
905;compliment;ukitalli;semenjak pake indihome setiap pagi gak sah klo gak mutar musik https://t.co/DsFh3TJz0x
906;complaint;skyyanr;Indihome ku gangguan lagii, mana mau PTS ????
907;complaint;trbldustt;indihome kenapa ya lama bgt
908;own tweet;indihomecare;@sylvaaaaa29 Halo, Kak Sylva. Sama-sama, Yuli informasikan registrasi pasang baru IndiHome bisa melalui aplikasi myIndiHome atau melalui kami ya Kak. Terima kasih. -Yuli
909;own tweet;indihomecare;@Qomah171Qomah17 Halo, Kak Qomah. Bisa Kak, Kakak bisa menikmati IndiHome TV dengan 3 STB sekaligus dan pastinya bisa menikmati siaran yang berbeda pada setiap TV-nya. Terima kasih. -Yuli
910;own tweet;indihomecare;@anifitriaa Halo, Kak Anir. Eliz informasikan jatuh tempo pembayaran IndiHome adalah tanggal 20 setiap bulannya. Jangan sampai telat ya agar tidak dikenakan denda dan pastinya jaringan Kakak tidak akan terisolir ... https://t.co/MlliJ5QQLk
911;compliment;useetvcom;Jadwal pertandingan UEFA Champions League 9 - 10 Maret 2022, eksklusif di aplikasi @vidio pada layanan IndiHome TV. Klub mana yang akan membawa kemenangan kali ini? Temukan jawabannya dengan berlangganan aplikasi Vidio melalui IndiHome TV ?? #HomeofPremiumSports https://t.co/ZUKQw58zV1
912;inquiry;gemilangsquad;@IndiHomeCare Katanya kalau terlambat bayar IndiHome itu dikenakan denda, Benar gak? Kalo benar, dendanya berapa ya?
913;inquiry;sylvaaaaa29;@IndiHomeCare Makasih kak ema, kalo mau registrasi IndiHome lewat mana?
914;complaint;santy72021262;@IndiHome udah bayar mahal tapi lost terus koneksinya, udah 2 hari nih.... @IndiHomeCare please advise...klo telat bayar aja lsg diputus, tp klo jaringan lost gak ada kompensasinya
915;campaign;qomah171qomah17;@IndiHomeCare Mantap IndiHome #AktivitasTanpaBatas #InternetnyaIndonesi
916;campaign;istiqom26622438;@IndiHomeCare Mantap IndiHome #AktivitasTanpaBatas #InternetnyaIndonesi
917;inquiry;anifitriaa;@IndiHomeCare Min, kalo jatuh tempo pembayaran IndiHome itu tanggal berapa ya? #MauNanyaDong
918;campaign;achel081;@IndiHomeCare Mantap IndiHome #AktivitasTanpaBatas #InternetnyaIndonesi
919;inquiry;qomah171qomah17;@IndiHomeCare Min, 1 IndiHome TV bisa gak berlangganan 3 STB sekaligus? #MauNanyaDong
920;inquiry;istiqom26622438;@IndiHomeCare Min, 1 IndiHome TV bisa gak berlangganan 3 STB sekaligus? #MauNanyaDong
921;inquiry;achel081;@IndiHomeCare Min, 1 IndiHome TV bisa gak berlangganan 3 STB sekaligus? #MauNanyaDong
922;complaint;inijacklyn;indihome mulai ngada ngada
923;complaint;santy72021262;@IndiHome dari kemarin lost conection terus....
924;none;cececaitylin;@tintinnya @txtfrombrand @klinikhukum @IndiHomeCare Indihome bubarin aja, mending wifi luar negeri masuk ke indo awkakakka
925;complaint;awnfix;@secgron @IndiHome Nah setuju. Bosen kali ngomel mulu masalah sinyal yg ga stabil. Halooo @IndiHome bisaaa diperbaiki gaaakkk
926;complaint;nethyhr;"@IndiHome @IndiHomeCare @TelkomCare @TelkomIndonesia Dan haripun berganti. 2 minggu sdh. Permasalahan yg sy ajukan tdk ada tindaklanjut/solusi. Cm disuruh menunggu &amp; percepatan follow up??? Sampai kapan!!!"
927;own tweet;indihomecare;@elvaryani Halo, Kak Ester. Eliz informasikan harga berlangganan Vidio adalah Dua Puluh Sembilan Ribu Rupiah sudah termasuk PPN 10%. Yuk segera registrasi melalui IndiHome TV-nya agar bisa menikmati siaran... https://t.co/urkVn33akP
928;campaign;rezadony97;Gmn sob, sarapan ku, mantap toh .? Sarapan, ngantor, kerja bareng IndiHome, biar akses internet nya lancar. #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/VCo4IIxT3L
929;none;inibudi_08;@HizbutTembakau @IndiHomeCare @livescore @Cristiano @IndiHome @TeamMessi hamosok patono nontone cumak lewat siyaran tipi knapa ndak dateng nonton langsung aja? don't rich people sad
930;complaint;akunnyatd;Layanan tiap bulan ada aja matinya, yg parah bulan lalu mati seminggu, tagihan bulanan 341rb, kompensasi cuma 30rb. Bulan depan sengaja mo tau kalau telat bayar seminggu punishmentnya apa dari @IndiHomeCare @IndiHome
931;complaint;avillarisma;indihome kenapa dah
932;compliment;auliahasyyati16;Vibes WFH emang selalu bikin males kerja, eitss tapi Indihome selalu menyadarkan kalo foya foya juga butuh duit ?? https://t.co/1Kghfjxlwu
933;none;itukutil;@txtdarikintil @BiznetHome @IndiHome maen game di 68 ms mah ripuh atuh da wkwkw
934;campaign;riadi_yan;Nonton film di laptop pakai wifi IndiHome lancar banget ngk putus putus ?? Keren banget gambarnya ?? #AktivitasTanpaBatas #Internetnyalndonesia #WitelJakBar https://t.co/hPXZnGmrJB
935;none;rioosijabat;keren, klo indihome msh ada pesaingnya, lha klo PLN pemain tunggal. Di sini pln matiin lampu seenak jidat, orang2 diajak class action gak mau tp dikomporin ngerusak kantor PLN sigap bgt.
936;compliment;auliahasyyati16;Sekarang liat virtual dulu pakai Indihome, kalau udah gajian bisa gas ke gunung gunung cantik di Indonesia ?? https://t.co/Oc2sBvxN61
937;compliment;auliahasyyati16;Deg deg an kalo nonton ini, untung Indihome gak pernah gagal nemenin https://t.co/X8QR20vVvl
938;complaint;hendrisriyanto;@secgron @IndiHome Emang @IndiHomeCare @IndiHome ini provider paling budeg. Udah ga make layanannya aja masih harus rutin nanya kepastian duit deposit kita ditahan2 ampe 4bulan lebih. Gila, gue bayar angsuran ampe bulan terakhir itu duit depo ga direfund2. Bgst emang lu @IndiHome
939;complaint;sendyeah;@evoraii @IndiHome @IndiHomeCare justru aneh kalo ga mati
940;complaint;drunk1nn;@nonoyooooo indihome dngerin pengguna mu yu
941;campaign;latifah12432489;Selamat pagi .. Healing virtual pakai Indihome biar refresh pikiran yaaa #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/c1ryV5EUv1
942;compliment;auliahasyyati16;Gak sabar nunggu tayang series netflix yang satu ini. Gimana gak candu udah jalan ceritanya bagus, pakai Indihome pula streamingnya! https://t.co/mNJSip16Ip
943;compliment;txtdarikintil;Ganti ke @BiznetHome 60-100ms, masih enak @IndiHome biasanya 15-20ms. Penyesalan selalu datang belakangan?? https://t.co/rzXp9y1TcZ
944;compliment;auliahasyyati16;"Morning universe, hari ini WFH nya ditemani kopi &amp; Indihome, what a perfect match! ?? https://t.co/Zti2tt75fE"
945;own tweet;indihomecare;@josephpradipta Halo, Kak Joseph. Mohon maaf atas ketidaknyamanan yang terjadi, laporannya kami bantu tindak lanjut berkenan informasikan terlebih dahulu, Nomor layanan IndiHome, atas nama pemilik, nomor HP utama,... https://t.co/ruxDQGZCZ2
946;complaint;kakakmade;@masekoID Dengan router Indihome dan repeater Xiomi aman aman saja.
947;compliment;kinosukina;Semangat pagi.... Jika kita tidak bisa bersedekah dengan harta, maka bersedekahlah dengan senyuman. Bila kita kesulitan akses jaringan internet, maka IndiHome bisa menjadi solusinya https://t.co/3jzy6xingK
948;complaint;riohuber;WiFi Indihome mati. Red LOS kedip2...
949;own tweet;indihomecare;@bukantambayong1 Halo, Kak Ihsans. Laporannya kami bantu tindak lanjut berkenan informasikan terlebih dahulu. Nomor layanan IndiHome, atas nama pemilik, nomor HP utama, alamat pemasangan, dan relasi dengan pemilik... https://t.co/1CDNjy95Pr
950;complaint;akunnyatd;Internet mati seminggu,dgn bulan 341rb, kompensasi cuma 30ribuan. Mending ga usah ngasih kompensasi kalau ga niat @IndiHomeCare @IndiHome @TelkomCare @TelkomIndonesia, biaya bolak balik telp lu ke 147, mahalan biaya tel gua. ??????????
951;inquiry;nrhsnhyl;@IndiHomeCare halo indihome tolong cek dmnya yaa thanks
952;compliment;indryindryindry;Semangat pagi. Semangat Rabu pagi ini dengar sholawatan pembuka rezeki. Online bermanfaat dgn Indihome pastinya https://t.co/rYbiwHCAu4
953;none;ucingbelekan;@starlightsea_ @affrizalgani @tintinnya @klinikhukum @IndiHomeCare bener.. kemarin mau pasang buat di rumah, udah berusaha ga pake indihome biar ga kecewi. tapi apadaya ISP lain malah kasih syarat bangun tower sendiri di rumah ?? akhirnya pakai indihiome yang memang intermitten sepanjang hari, walaupun sudah minta reset port berkali kali
954;compliment;kinosukina;Happy Tuesday... May your day be filled with moments that make you smile Selamat Hari Selasa... Semoga harimu diisi dengan momen-momen yang membuatmu tersenyum Untuk mengisi hari-hari dengan aktivitas online, pakai IndiHome juga bisa bikin kita tersenyum https://t.co/Y4fD1YoNiB
955;complaint;ackermainz;indihome anjinh
956;complaint;jjinsunbaenim;Kak mau tanya.. apakah semua cabang PLN menyediakan layanan internet wifi berlangganan? Mau ganti aja indihome mengecewakan
957;own tweet;indihomecare;@cintanatasha9 Halo, Kak Cinta. SOD (Speed On Demand) merupakan fitur dari produk home internet IndiHome untuk melakukan upgrade speed internet secara temporer atau sementara sesuai kebutuhan Kakak dengan... https://t.co/nNgy3McApu
958;complaint;kulitkaacang;Gaskan bosku saya dukung, karena IndiHome memang sebangsat itu
959;compliment;nur_wijayanto;baru pertama kali bayar internet Indihome di Alfamidi, malamnya dapat kiriman 100rb link aja dr Indihome. makasih @IndiHome ??????
960;compliment;maggieclaudya;Scrolling sosmed irit kuota berkat berlangganan indihome https://t.co/fGLuetl3Jl
961;none;minjeongismine;orang lain morning call sama oacar, gua morning call sama cs indihome
962;own tweet;indihomecare;@RIYOcean @IndiHome Halo, Kak Riyo. Silakan informasikan nomor layanan, nomor HP, beserta nomor HP alternatif via DM @IndiHomeCare, agar segera ditindaklanjuti. Terima kasih. -Naia
963;own tweet;indihomecare;@Herui18740920 Pagi, Kak Heru. Ada yang bisa Yuli bantu terkait layanan IndiHome nya? Yuli tunggu informasinya, ya Kak. Terima kasih. -Yuli
964;own tweet;indihomecare;@potr___ Halo, Kak Candra. Yuk infokan no internet dan dua no HP aktif guna dicek jaringannya. Infokan juga atas nama, alamat, jumlah tagihan terakhir beserta, dan relasi dengan pemilik IndiHome guna... https://t.co/WtiXSAmEQF
965;complaint;donny_siswanto7;"@shlenhe Sama,,,@IndiHome emang rada"""
966;complaint;indasahkurnia;Waktu pindah ke Jogja, banyak pilihan ISP yg support lokasi kita. Bye bye Indihome. Langganan 30mbps dgn biaya yg lebih murah, koneksi lebih stabil, dan sangat jarang gangguan.
967;own tweet;indihomecare;@IrisanJamur Hai, sobat. Yoha bantu pengecekan yah Kak, informasikan dahulu nomor internet, atas nama pemilik, alamat, jumlah tagiihan terakhir (lunas) dan relasi dengan pemilik IndiHome via DM guna kerahasiaan... https://t.co/pzcJ40so5d
968;complaint;gyunahakyu;indihome lagi error ya?
969;own tweet;indihomecare;@potr___ Halo, Kak Candra. Yuk infokan no internet dan dua no HP aktif guna dicek jaringannya. Infokan juga atas nama, alamat, jumlah tagihan terakhir beserta, dan relasi dengan pemilik IndiHome guna... https://t.co/ClvrVz19tC
970;own tweet;indihomecare;@IrisanJamur Hai, sobat. Yoha bantu pengecekan yah Kak, informasikan dahulu nomor internet, atas nama pemilik, alamat, jumlah tagiihan terakhir (lunas) dan relasi dengan pemilik IndiHome via DM guna kerahasiaan... https://t.co/O2DxVaoUI6
971;none;a_a_moll;@OhSeungYeet Nek indihome digugat tetep bian seng kenek
972;none;taehyungirlf;@tintinnya @klinikhukum @IndiHomeCare Indihome busuq y ternyata, mau enaknya doang....
973;inquiry;ohyearin;Tolong dong ada aplikasi Disney+ sama Netflix di stb indihome @IndiHomeCare
974;own tweet;indihomecare;@Cantika100x Halo, Kak Cantika. Terima kasih atas apresiasinya ya, ikuti terus timeline kami untuk informasi menarik seputar produk dan layanan IndiHome lainnya. Selalu jaga kesehatan dan semangat beraktivitas ... https://t.co/yOZPh8WQJp
975;compliment;rudih54139898;Sejak pakai layanan jaringan indihome jadi bisa pasang cctv Wi-Fi bisa monitor situasi jalan di rumah Semoga aman dan terkendali Indihome mantaaaaap #indihomeIndonesia #witeljaksel #aktifitasTanpaBatas #telkomindonesia https://t.co/CvKB1OTZYX
976;complaint;indasahkurnia;Pernah pakai speedy 30mbps selama ±2 thn buat warkop di kampung. Nggak ada pilihan ISP lain selain Indihome karena lokasi kita di pedesaan. Gila bayarnya mahal banget, tapi hampir tiap 2-3 hari selalu ada kendala.
977;inquiry;nahaneulna;@IndiHomeCare Min, 1 IndiHome TV bisa gak berlangganan 3 STB sekaligus? #MauNanyaDong
978;campaign;lailafadhilah98;Semangat pagi semoga segera di pertemukan dengan cinta terbaik nya ?? Yuuk mulai prepare kerja di temani Indihome tentunya #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/mqnrNuLTEk
979;none;indasahkurnia;Orang-orang Indihome itu di kantornya pada pakai speedy nggak ya?
980;none;insecuredikit;@iam_dioo @tintinnya @klinikhukum @IndiHomeCare Dr beberapa komen sih aku liat keknya enggak deh, kayak kerja yg harus hadepin klien dr luar negeri dr website khusus gitu gak mungkin cuma ada indihome bang
981;own tweet;indihomecare;@tetehaisyah51 Hai, Kak Aisyah. Yoha informasikan untuk memperluas jaringan Wifi Kakak dapat berlangganan Wifi Extender, harganya Rp35.00 0,00/bulan belum termasuk PPN 10%. Biaya pasang baru layanan IndiHome yaitu... https://t.co/Ycz0owMPi5
982;none;swiesiong;#Indihome #indihomecare Ngak.bisa nonton tp kalo nambah bayar bisa.. Kok gitu... https://t.co/uzNNcEVC1R
983;compliment;ar1esca;Cuaca di Bogor lagi ekstrem, anginnya cukup kenceng, enaknya bikin minuman yang hangat tapi bingung bikinnya, coba searching ke YouTube dapet juga resepnya, untung internet IndiHome lancar, mau cari resep apapun jadi gampang!
984;complaint;bluyelowcoat;emang bener bener ya indihome kemaren dipake buat kuliah aja susah banget connecting terus??
985;own tweet;indihomecare;@asesentra Halo, Sobat. Terima kasih atas apresiasinya ya, ikuti terus timeline kami untuk informasi menarik seputar produk dan layanan IndiHome lainnya. Selalu jaga kesehatan dan semangat beraktivitas ya :) ... https://t.co/IPHVjvnB4Y
986;campaign;sangwarior;Selamat menjalankan aktivitas hari selasa ya sob... Aku lanjut sarapan dulu... ? Jangan lupa stay with indihome ya... #AktivitasTanpaBatas #IndiHomeMbois #indihome #InternetnyaIndonesia
987;campaign;sangwarior;Kebetulan hari ini aku wfh sob... Jadi full stay seharian dirumah... Ada indihome aktivitas online dirumah aman deh #AktivitasTanpaBatas #IndiHomeMbois #indihome #InternetnyaIndonesia
988;complaint;haznkawaii;@IndiHomeCare misiii... indihome daerah Banjarmasin down ya?
989;campaign;sangwarior;Genre lagu kesukaan kamu di @LangitMusik apa nih sob...?? Klo aku mah suka yg kalem² aje...?? #AktivitasTanpaBatas #IndiHomeMbois #indihome #InternetnyaIndonesia
990;none;jichaeryx;yang bener aja??!!! @IndiHome https://t.co/4TFJSDD4uh
991;campaign;rosyidharun1;Yuk cari tau tentang cloud storage dari IndiHome #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/QCZ4mM2xmm
992;complaint;hanya_temann;@tanyakanrl Biznet aja ngab, Indihome kadang masih suka lag
993;campaign;sangwarior;Kalian suka sarapan apa sob...? Kalau aku sih seringnya yg ringan aja sih... Ditemani minuman hangat n backsound dari @LangitMusik waw mantaps ?? #AktivitasTanpaBatas #IndiHomeMbois #indihome #InternetnyaIndonesia
994;inquiry;pecintamochi;@IndiHomeCare Min, kalo jatuh tempo pembayaran IndiHome itu tanggal berapa ya? #MauNanyaDong
995;inquiry;tetehaisyah51;@IndiHomeCare Min, 1 IndiHome TV bisa gak berlangganan 3 STB sekaligus?
996;campaign;sangwarior;Oh iya jangan lupa sarapan ya sob... Cari aja referensi... Indihome mah selalu mendukung aktivitas onlinmu ?? #AktivitasTanpaBatas #IndiHomeMbois #indihome #InternetnyaIndonesia
997;complaint;untextend;@IndiHomeCare @fauzindrianto Dari semalem down .. gabisa dipake indihome
998;campaign;sangwarior;Bisa sharing bareng sobat indihome gini kan asik ya.. ?? #AktivitasTanpaBatas #IndiHomeMbois #indihome #InternetnyaIndonesia
999;campaign;sangwarior;Sekarang nyantai dulu bentar sambil scroll sosmed... ?????? #AktivitasTanpaBatas #IndiHomeMbois #indihome #InternetnyaIndonesia
1000;complaint;untextend;@JefriHandri Sini indihome down dr semalem jam 12an . Sampe pagi ini belum bisa. Bekasi.
1001;campaign;sangwarior;Ini barusan slesei sob... Lumayan buat nyari kringet ?????? Indihome emang jozz buat streaming #AktivitasTanpaBatas #IndiHomeMbois #indihome #InternetnyaIndonesia
1002;inquiry;narshashila;@IndiHomeCare daftar indihome lewat mana?
